cod_mun,cod_sec,municipio,provincia,pob,dis_sec,renta,renta_previa,var_anual
15001,,Abegondo,A Coruña,5398,,17150,17150,0
,1500101001,Abegondo,A Coruña,NA,Distrito 01 Sección 001,17150,17850,-3.9215686274509802
,1500101002,Abegondo,A Coruña,NA,Distrito 01 Sección 002,17850,17150,4.081632653061225
,1500102001,Abegondo,A Coruña,NA,Distrito 02 Sección 001,16450,16450,0
,1500102002,Abegondo,A Coruña,NA,Distrito 02 Sección 002,16450,16450,0
,1500103001,Abegondo,A Coruña,NA,Distrito 03 Sección 001,17150,16450,4.25531914893617
,1500103002,Abegondo,A Coruña,NA,Distrito 03 Sección 002,17150,17150,0
15002,,Ames,A Coruña,32104,,17150,17150,0
,1500201001,Ames,A Coruña,NA,Distrito 01 Sección 001,15050,15050,0
,1500201003,Ames,A Coruña,NA,Distrito 01 Sección 003,17150,17150,0
,1500202001,Ames,A Coruña,NA,Distrito 02 Sección 001,18550,19250,-3.6363636363636362
,1500202002,Ames,A Coruña,NA,Distrito 02 Sección 002,17150,16450,4.25531914893617
,1500203001,Ames,A Coruña,NA,Distrito 03 Sección 001,17150,17150,0
,1500203002,Ames,A Coruña,NA,Distrito 03 Sección 002,15050,15050,0
,1500203003,Ames,A Coruña,NA,Distrito 03 Sección 003,19250,19250,0
,1500203004,Ames,A Coruña,NA,Distrito 03 Sección 004,19950,20650,-3.389830508474576
,1500203005,Ames,A Coruña,NA,Distrito 03 Sección 005,16450,17150,-4.081632653061225
,1500203006,Ames,A Coruña,NA,Distrito 03 Sección 006,16450,16450,0
,1500203007,Ames,A Coruña,NA,Distrito 03 Sección 007,19250,18550,3.7735849056603774
,1500203008,Ames,A Coruña,NA,Distrito 03 Sección 008,17150,17150,0
,1500203009,Ames,A Coruña,NA,Distrito 03 Sección 009,15750,15750,0
,1500203010,Ames,A Coruña,NA,Distrito 03 Sección 010,26950,26950,0
,1500203011,Ames,A Coruña,NA,Distrito 03 Sección 011,18550,18550,0
,1500203012,Ames,A Coruña,NA,Distrito 03 Sección 012,16450,17150,-4.081632653061225
,1500203013,Ames,A Coruña,NA,Distrito 03 Sección 013,15750,15050,4.651162790697675
,1500203014,Ames,A Coruña,NA,Distrito 03 Sección 014,17150,17850,-3.9215686274509802
,1500203015,Ames,A Coruña,NA,Distrito 03 Sección 015,15750,15750,0
,1500203016,Ames,A Coruña,NA,Distrito 03 Sección 016,15750,16450,-4.25531914893617
15003,,Aranga,A Coruña,1834,,16450,15750,4.444444444444445
,1500301001,Aranga,A Coruña,NA,Distrito 01 Sección 001,16450,15750,4.444444444444445
,1500301002,Aranga,A Coruña,NA,Distrito 01 Sección 002,NA,NA,NA
15004,,Ares,A Coruña,5829,,17150,16450,4.25531914893617
,1500401001,Ares,A Coruña,NA,Distrito 01 Sección 001,17150,16450,4.25531914893617
,1500401002,Ares,A Coruña,NA,Distrito 01 Sección 002,16450,16450,0
,1500401003,Ares,A Coruña,NA,Distrito 01 Sección 003,16450,16450,0
,1500402001,Ares,A Coruña,NA,Distrito 02 Sección 001,19950,19950,0
15005,,Arteixo,A Coruña,32738,,15750,15750,0
,1500501001,Arteixo,A Coruña,NA,Distrito 01 Sección 001,15050,15750,-4.444444444444445
,1500501002,Arteixo,A Coruña,NA,Distrito 01 Sección 002,16450,17150,-4.081632653061225
,1500501003,Arteixo,A Coruña,NA,Distrito 01 Sección 003,15750,15750,0
,1500501004,Arteixo,A Coruña,NA,Distrito 01 Sección 004,14350,15050,-4.651162790697675
,1500501005,Arteixo,A Coruña,NA,Distrito 01 Sección 005,19250,19250,0
,1500501006,Arteixo,A Coruña,NA,Distrito 01 Sección 006,15750,15750,0
,1500501007,Arteixo,A Coruña,NA,Distrito 01 Sección 007,17150,16450,4.25531914893617
,1500501008,Arteixo,A Coruña,NA,Distrito 01 Sección 008,16450,16450,0
,1500501009,Arteixo,A Coruña,NA,Distrito 01 Sección 009,15050,15050,0
,1500501010,Arteixo,A Coruña,NA,Distrito 01 Sección 010,17150,17150,0
,1500501011,Arteixo,A Coruña,NA,Distrito 01 Sección 011,15050,15750,-4.444444444444445
,1500502001,Arteixo,A Coruña,NA,Distrito 02 Sección 001,16450,16450,0
,1500502002,Arteixo,A Coruña,NA,Distrito 02 Sección 002,17850,17150,4.081632653061225
,1500503001,Arteixo,A Coruña,NA,Distrito 03 Sección 001,15750,16450,-4.25531914893617
,1500504001,Arteixo,A Coruña,NA,Distrito 04 Sección 001,15050,15050,0
,1500504002,Arteixo,A Coruña,NA,Distrito 04 Sección 002,14350,14350,0
,1500504003,Arteixo,A Coruña,NA,Distrito 04 Sección 003,15050,15050,0
,1500504004,Arteixo,A Coruña,NA,Distrito 04 Sección 004,13650,13650,0
15006,,Arzúa,A Coruña,6011,,15050,15050,0
,1500601001,Arzúa,A Coruña,NA,Distrito 01 Sección 001,15050,15750,-4.444444444444445
,1500601002,Arzúa,A Coruña,NA,Distrito 01 Sección 002,13650,13650,0
,1500601003,Arzúa,A Coruña,NA,Distrito 01 Sección 003,15750,15050,4.651162790697675
,1500601004,Arzúa,A Coruña,NA,Distrito 01 Sección 004,15050,15050,0
,1500601005,Arzúa,A Coruña,NA,Distrito 01 Sección 005,NA,NA,NA
,1500601007,Arzúa,A Coruña,NA,Distrito 01 Sección 007,15750,15050,4.651162790697675
15007,,A Baña,A Coruña,3415,,15750,15050,4.651162790697675
,1500701001,A Baña,A Coruña,NA,Distrito 01 Sección 001,15750,15750,0
,1500701002,A Baña,A Coruña,NA,Distrito 01 Sección 002,15050,15050,0
,1500702001,A Baña,A Coruña,NA,Distrito 02 Sección 001,15750,15750,0
15008,,Bergondo,A Coruña,6661,,17850,17850,0
,1500801001,Bergondo,A Coruña,NA,Distrito 01 Sección 001,18550,17850,3.9215686274509802
,1500801002,Bergondo,A Coruña,NA,Distrito 01 Sección 002,17850,17150,4.081632653061225
,1500802001,Bergondo,A Coruña,NA,Distrito 02 Sección 001,18550,18550,0
,1500803001,Bergondo,A Coruña,NA,Distrito 03 Sección 001,18550,19250,-3.6363636363636362
,1500803002,Bergondo,A Coruña,NA,Distrito 03 Sección 002,16450,17150,-4.081632653061225
15009,,Betanzos,A Coruña,13053,,16450,15750,4.444444444444445
,1500901001,Betanzos,A Coruña,NA,Distrito 01 Sección 001,13650,12950,5.405405405405405
,1500901004,Betanzos,A Coruña,NA,Distrito 01 Sección 004,17150,17150,0
,1500901005,Betanzos,A Coruña,NA,Distrito 01 Sección 005,16450,15750,4.444444444444445
,1500901006,Betanzos,A Coruña,NA,Distrito 01 Sección 006,16450,17150,-4.081632653061225
,1500901007,Betanzos,A Coruña,NA,Distrito 01 Sección 007,15750,16450,-4.25531914893617
,1500901008,Betanzos,A Coruña,NA,Distrito 01 Sección 008,15050,15050,0
,1500901009,Betanzos,A Coruña,NA,Distrito 01 Sección 009,16450,16450,0
,1500901010,Betanzos,A Coruña,NA,Distrito 01 Sección 010,17150,16450,4.25531914893617
,1500901012,Betanzos,A Coruña,NA,Distrito 01 Sección 012,17850,17150,4.081632653061225
15010,,Boimorto,A Coruña,1959,,15050,15050,0
,1501001001,Boimorto,A Coruña,NA,Distrito 01 Sección 001,15050,15050,0
,1501002001,Boimorto,A Coruña,NA,Distrito 02 Sección 001,15050,15050,0
15011,,Boiro,A Coruña,18884,,15750,15750,0
,1501101001,Boiro,A Coruña,NA,Distrito 01 Sección 001,15050,15050,0
,1501101002,Boiro,A Coruña,NA,Distrito 01 Sección 002,15750,15750,0
,1501101003,Boiro,A Coruña,NA,Distrito 01 Sección 003,15750,15050,4.651162790697675
,1501101005,Boiro,A Coruña,NA,Distrito 01 Sección 005,15750,15750,0
,1501101006,Boiro,A Coruña,NA,Distrito 01 Sección 006,15050,15750,-4.444444444444445
,1501101007,Boiro,A Coruña,NA,Distrito 01 Sección 007,16450,16450,0
,1501101008,Boiro,A Coruña,NA,Distrito 01 Sección 008,15050,15050,0
,1501101009,Boiro,A Coruña,NA,Distrito 01 Sección 009,17150,15750,8.88888888888889
,1501101010,Boiro,A Coruña,NA,Distrito 01 Sección 010,16800,16450,2.127659574468085
,1501102001,Boiro,A Coruña,NA,Distrito 02 Sección 001,15750,16450,-4.25531914893617
,1501102002,Boiro,A Coruña,NA,Distrito 02 Sección 002,17150,15750,8.88888888888889
,1501102003,Boiro,A Coruña,NA,Distrito 02 Sección 003,15750,15750,0
,1501103001,Boiro,A Coruña,NA,Distrito 03 Sección 001,15050,15050,0
,1501103002,Boiro,A Coruña,NA,Distrito 03 Sección 002,14350,14350,0
,1501103003,Boiro,A Coruña,NA,Distrito 03 Sección 003,15750,16450,-4.25531914893617
15012,,Boqueixón,A Coruña,4206,,16450,16450,0
,1501201001,Boqueixón,A Coruña,NA,Distrito 01 Sección 001,17150,17850,-3.9215686274509802
,1501201002,Boqueixón,A Coruña,NA,Distrito 01 Sección 002,16450,16450,0
,1501201004,Boqueixón,A Coruña,NA,Distrito 01 Sección 004,17150,16450,4.25531914893617
,1501201005,Boqueixón,A Coruña,NA,Distrito 01 Sección 005,15750,15750,0
15013,,Brión,A Coruña,7923,,17150,17150,0
,1501301001,Brión,A Coruña,NA,Distrito 01 Sección 001,17150,16450,4.25531914893617
,1501302001,Brión,A Coruña,NA,Distrito 02 Sección 001,16450,16450,0
,1501302002,Brión,A Coruña,NA,Distrito 02 Sección 002,19250,19250,0
,1501303001,Brión,A Coruña,NA,Distrito 03 Sección 001,16450,16450,0
,1501304001,Brión,A Coruña,NA,Distrito 04 Sección 001,16100,16450,-2.127659574468085
15014,,Cabana de Bergantiños,A Coruña,4216,,15750,15050,4.651162790697675
,1501401001,Cabana de Bergantiños,A Coruña,NA,Distrito 01 Sección 001,15050,15050,0
,1501401002,Cabana de Bergantiños,A Coruña,NA,Distrito 01 Sección 002,16450,16100,2.1739130434782608
,1501402001,Cabana de Bergantiños,A Coruña,NA,Distrito 02 Sección 001,14350,14350,0
,1501402002,Cabana de Bergantiños,A Coruña,NA,Distrito 02 Sección 002,15750,15750,0
,1501402003,Cabana de Bergantiños,A Coruña,NA,Distrito 02 Sección 003,NA,NA,NA
15015,,Cabanas,A Coruña,3274,,17850,17850,0
,1501501001,Cabanas,A Coruña,NA,Distrito 01 Sección 001,18550,18550,0
,1501501002,Cabanas,A Coruña,NA,Distrito 01 Sección 002,19250,19250,0
,1501501003,Cabanas,A Coruña,NA,Distrito 01 Sección 003,16450,16450,0
15016,,Camariñas,A Coruña,5209,,12950,12950,0
,1501601001,Camariñas,A Coruña,NA,Distrito 01 Sección 001,12250,12250,0
,1501601002,Camariñas,A Coruña,NA,Distrito 01 Sección 002,13650,12950,5.405405405405405
,1501601003,Camariñas,A Coruña,NA,Distrito 01 Sección 003,15050,14350,4.878048780487805
,1501601004,Camariñas,A Coruña,NA,Distrito 01 Sección 004,13650,13650,0
,1501601005,Camariñas,A Coruña,NA,Distrito 01 Sección 005,12950,12250,5.714285714285714
15017,,Cambre,A Coruña,24594,,17150,17150,0
,1501701001,Cambre,A Coruña,NA,Distrito 01 Sección 001,18550,19250,-3.6363636363636362
,1501701002,Cambre,A Coruña,NA,Distrito 01 Sección 002,17850,17850,0
,1501701003,Cambre,A Coruña,NA,Distrito 01 Sección 003,16450,16450,0
,1501701004,Cambre,A Coruña,NA,Distrito 01 Sección 004,16450,16450,0
,1501701005,Cambre,A Coruña,NA,Distrito 01 Sección 005,17850,18550,-3.7735849056603774
,1501701006,Cambre,A Coruña,NA,Distrito 01 Sección 006,15050,15050,0
,1501701007,Cambre,A Coruña,NA,Distrito 01 Sección 007,16800,16450,2.127659574468085
,1501701008,Cambre,A Coruña,NA,Distrito 01 Sección 008,17150,17150,0
,1501701009,Cambre,A Coruña,NA,Distrito 01 Sección 009,16450,16450,0
,1501701010,Cambre,A Coruña,NA,Distrito 01 Sección 010,NA,NA,NA
,1501701011,Cambre,A Coruña,NA,Distrito 01 Sección 011,17150,16450,4.25531914893617
,1501701012,Cambre,A Coruña,NA,Distrito 01 Sección 012,16450,17150,-4.081632653061225
,1501702001,Cambre,A Coruña,NA,Distrito 02 Sección 001,16450,17150,-4.081632653061225
,1501702002,Cambre,A Coruña,NA,Distrito 02 Sección 002,17850,17150,4.081632653061225
,1501702003,Cambre,A Coruña,NA,Distrito 02 Sección 003,18550,18550,0
,1501702004,Cambre,A Coruña,NA,Distrito 02 Sección 004,16450,16450,0
15018,,A Capela,A Coruña,1221,,17850,17150,4.081632653061225
,1501801001,A Capela,A Coruña,NA,Distrito 01 Sección 001,17850,17150,4.081632653061225
15019,,Carballo,A Coruña,31429,,15050,15050,0
,1501901001,Carballo,A Coruña,NA,Distrito 01 Sección 001,17150,17150,0
,1501901002,Carballo,A Coruña,NA,Distrito 01 Sección 002,15050,15050,0
,1501901003,Carballo,A Coruña,NA,Distrito 01 Sección 003,15750,15750,0
,1501901004,Carballo,A Coruña,NA,Distrito 01 Sección 004,15050,15050,0
,1501901005,Carballo,A Coruña,NA,Distrito 01 Sección 005,15750,15750,0
,1501901006,Carballo,A Coruña,NA,Distrito 01 Sección 006,15750,15750,0
,1501901007,Carballo,A Coruña,NA,Distrito 01 Sección 007,10850,10850,0
,1501901008,Carballo,A Coruña,NA,Distrito 01 Sección 008,11900,12250,-2.857142857142857
,1501901009,Carballo,A Coruña,NA,Distrito 01 Sección 009,15750,15750,0
,1501901010,Carballo,A Coruña,NA,Distrito 01 Sección 010,15050,15050,0
,1501901011,Carballo,A Coruña,NA,Distrito 01 Sección 011,15050,15050,0
,1501901012,Carballo,A Coruña,NA,Distrito 01 Sección 012,14350,14350,0
,1501901013,Carballo,A Coruña,NA,Distrito 01 Sección 013,15050,15750,-4.444444444444445
,1501901014,Carballo,A Coruña,NA,Distrito 01 Sección 014,15050,15050,0
,1501901015,Carballo,A Coruña,NA,Distrito 01 Sección 015,15050,14350,4.878048780487805
,1501901016,Carballo,A Coruña,NA,Distrito 01 Sección 016,14350,15050,-4.651162790697675
,1501901017,Carballo,A Coruña,NA,Distrito 01 Sección 017,15750,15050,4.651162790697675
,1501901019,Carballo,A Coruña,NA,Distrito 01 Sección 019,15050,14350,4.878048780487805
,1501901020,Carballo,A Coruña,NA,Distrito 01 Sección 020,17150,15750,8.88888888888889
,1501901021,Carballo,A Coruña,NA,Distrito 01 Sección 021,16450,15400,6.8181818181818175
,1501901022,Carballo,A Coruña,NA,Distrito 01 Sección 022,16450,15750,4.444444444444445
,1501901023,Carballo,A Coruña,NA,Distrito 01 Sección 023,15050,15050,0
,1501901024,Carballo,A Coruña,NA,Distrito 01 Sección 024,14350,14350,0
,1501901025,Carballo,A Coruña,NA,Distrito 01 Sección 025,15750,15750,0
,1501901026,Carballo,A Coruña,NA,Distrito 01 Sección 026,15750,15750,0
,1501901027,Carballo,A Coruña,NA,Distrito 01 Sección 027,15050,15050,0
,1501901029,Carballo,A Coruña,NA,Distrito 01 Sección 029,15750,15750,0
,1501901030,Carballo,A Coruña,NA,Distrito 01 Sección 030,13650,13650,0
15901,,Cariño,A Coruña,3775,,13650,14350,-4.878048780487805
,1590101001,Cariño,A Coruña,NA,Distrito 01 Sección 001,13650,13650,0
,1590101002,Cariño,A Coruña,NA,Distrito 01 Sección 002,14350,15050,-4.651162790697675
,1590101003,Cariño,A Coruña,NA,Distrito 01 Sección 003,13650,13650,0
15020,,Carnota,A Coruña,3899,,15050,15050,0
,1502001001,Carnota,A Coruña,NA,Distrito 01 Sección 001,15050,15050,0
,1502001002,Carnota,A Coruña,NA,Distrito 01 Sección 002,15050,14350,4.878048780487805
,1502002001,Carnota,A Coruña,NA,Distrito 02 Sección 001,14350,15050,-4.651162790697675
,1502002002,Carnota,A Coruña,NA,Distrito 02 Sección 002,15050,14350,4.878048780487805
,1502002003,Carnota,A Coruña,NA,Distrito 02 Sección 003,NA,NA,NA
15021,,Carral,A Coruña,6473,,16450,16450,0
,1502101001,Carral,A Coruña,NA,Distrito 01 Sección 001,15050,15750,-4.444444444444445
,1502101002,Carral,A Coruña,NA,Distrito 01 Sección 002,17150,16450,4.25531914893617
,1502101003,Carral,A Coruña,NA,Distrito 01 Sección 003,15050,15750,-4.444444444444445
,1502102001,Carral,A Coruña,NA,Distrito 02 Sección 001,17150,17150,0
,1502102002,Carral,A Coruña,NA,Distrito 02 Sección 002,17150,17150,0
15022,,Cedeira,A Coruña,6676,,14350,14350,0
,1502201001,Cedeira,A Coruña,NA,Distrito 01 Sección 001,15750,15750,0
,1502201002,Cedeira,A Coruña,NA,Distrito 01 Sección 002,13650,14350,-4.878048780487805
,1502201003,Cedeira,A Coruña,NA,Distrito 01 Sección 003,15050,15050,0
,1502201004,Cedeira,A Coruña,NA,Distrito 01 Sección 004,15050,14350,4.878048780487805
,1502201006,Cedeira,A Coruña,NA,Distrito 01 Sección 006,12250,12250,0
15023,,Cee,A Coruña,7550,,15050,15050,0
,1502301001,Cee,A Coruña,NA,Distrito 01 Sección 001,15750,15750,0
,1502301002,Cee,A Coruña,NA,Distrito 01 Sección 002,14350,15050,-4.651162790697675
,1502301003,Cee,A Coruña,NA,Distrito 01 Sección 003,14350,14350,0
,1502302001,Cee,A Coruña,NA,Distrito 02 Sección 001,15050,15050,0
,1502302002,Cee,A Coruña,NA,Distrito 02 Sección 002,14350,14350,0
15024,,Cerceda,A Coruña,5008,,18550,18550,0
,1502401001,Cerceda,A Coruña,NA,Distrito 01 Sección 001,18550,19250,-3.6363636363636362
,1502401002,Cerceda,A Coruña,NA,Distrito 01 Sección 002,18550,18550,0
,1502401003,Cerceda,A Coruña,NA,Distrito 01 Sección 003,17850,17850,0
,1502401004,Cerceda,A Coruña,NA,Distrito 01 Sección 004,17850,17150,4.081632653061225
15025,,Cerdido,A Coruña,1087,,14350,14350,0
,1502501001,Cerdido,A Coruña,NA,Distrito 01 Sección 001,14350,14350,0
15027,,Coirós,A Coruña,1853,,17850,17850,0
,1502701001,Coirós,A Coruña,NA,Distrito 01 Sección 001,17850,17850,0
15028,,Corcubión,A Coruña,1590,,15750,15750,0
,1502801001,Corcubión,A Coruña,NA,Distrito 01 Sección 001,15750,15750,0
15029,,Coristanco,A Coruña,5950,,15050,14350,4.878048780487805
,1502901001,Coristanco,A Coruña,NA,Distrito 01 Sección 001,13650,13650,0
,1502901002,Coristanco,A Coruña,NA,Distrito 01 Sección 002,14350,14350,0
,1502902001,Coristanco,A Coruña,NA,Distrito 02 Sección 001,14350,13650,5.128205128205128
,1502902002,Coristanco,A Coruña,NA,Distrito 02 Sección 002,15050,15750,-4.444444444444445
,1502902003,Coristanco,A Coruña,NA,Distrito 02 Sección 003,15750,15050,4.651162790697675
15030,,A Coruña,A Coruña,247604,,18550,18550,0
,1503001001,A Coruña,A Coruña,NA,Distrito 01 Sección 001,24150,24150,0
,1503001002,A Coruña,A Coruña,NA,Distrito 01 Sección 002,22050,22750,-3.076923076923077
,1503001003,A Coruña,A Coruña,NA,Distrito 01 Sección 003,20650,20650,0
,1503001004,A Coruña,A Coruña,NA,Distrito 01 Sección 004,24850,24150,2.898550724637681
,1503001005,A Coruña,A Coruña,NA,Distrito 01 Sección 005,22050,22050,0
,1503001006,A Coruña,A Coruña,NA,Distrito 01 Sección 006,21350,22050,-3.1746031746031744
,1503001007,A Coruña,A Coruña,NA,Distrito 01 Sección 007,22050,22050,0
,1503001008,A Coruña,A Coruña,NA,Distrito 01 Sección 008,22400,22050,1.5873015873015872
,1503001009,A Coruña,A Coruña,NA,Distrito 01 Sección 009,22750,22050,3.1746031746031744
,1503001012,A Coruña,A Coruña,NA,Distrito 01 Sección 012,24850,24850,0
,1503002001,A Coruña,A Coruña,NA,Distrito 02 Sección 001,17850,17850,0
,1503002002,A Coruña,A Coruña,NA,Distrito 02 Sección 002,17850,16450,8.51063829787234
,1503002003,A Coruña,A Coruña,NA,Distrito 02 Sección 003,29050,28350,2.4691358024691357
,1503002004,A Coruña,A Coruña,NA,Distrito 02 Sección 004,17150,17850,-3.9215686274509802
,1503002005,A Coruña,A Coruña,NA,Distrito 02 Sección 005,17150,16450,4.25531914893617
,1503002006,A Coruña,A Coruña,NA,Distrito 02 Sección 006,17150,17150,0
,1503002007,A Coruña,A Coruña,NA,Distrito 02 Sección 007,21350,21350,0
,1503002008,A Coruña,A Coruña,NA,Distrito 02 Sección 008,19250,19250,0
,1503002009,A Coruña,A Coruña,NA,Distrito 02 Sección 009,17850,18550,-3.7735849056603774
,1503002010,A Coruña,A Coruña,NA,Distrito 02 Sección 010,17150,16450,4.25531914893617
,1503002011,A Coruña,A Coruña,NA,Distrito 02 Sección 011,19950,19950,0
,1503002012,A Coruña,A Coruña,NA,Distrito 02 Sección 012,19250,18550,3.7735849056603774
,1503002013,A Coruña,A Coruña,NA,Distrito 02 Sección 013,17150,17850,-3.9215686274509802
,1503002014,A Coruña,A Coruña,NA,Distrito 02 Sección 014,17850,17150,4.081632653061225
,1503002015,A Coruña,A Coruña,NA,Distrito 02 Sección 015,15050,15050,0
,1503002016,A Coruña,A Coruña,NA,Distrito 02 Sección 016,15050,15050,0
,1503002017,A Coruña,A Coruña,NA,Distrito 02 Sección 017,15750,16450,-4.25531914893617
,1503002018,A Coruña,A Coruña,NA,Distrito 02 Sección 018,15750,15750,0
,1503002019,A Coruña,A Coruña,NA,Distrito 02 Sección 019,14350,15050,-4.651162790697675
,1503002020,A Coruña,A Coruña,NA,Distrito 02 Sección 020,17150,17850,-3.9215686274509802
,1503002021,A Coruña,A Coruña,NA,Distrito 02 Sección 021,22050,21350,3.278688524590164
,1503002022,A Coruña,A Coruña,NA,Distrito 02 Sección 022,20650,20650,0
,1503002023,A Coruña,A Coruña,NA,Distrito 02 Sección 023,17150,17150,0
,1503003001,A Coruña,A Coruña,NA,Distrito 03 Sección 001,28350,29050,-2.4096385542168677
,1503003002,A Coruña,A Coruña,NA,Distrito 03 Sección 002,29750,29750,0
,1503003003,A Coruña,A Coruña,NA,Distrito 03 Sección 003,29050,29050,0
,1503003004,A Coruña,A Coruña,NA,Distrito 03 Sección 004,20650,20650,0
,1503003005,A Coruña,A Coruña,NA,Distrito 03 Sección 005,29050,27650,5.063291139240507
,1503003006,A Coruña,A Coruña,NA,Distrito 03 Sección 006,28350,28350,0
,1503003007,A Coruña,A Coruña,NA,Distrito 03 Sección 007,32550,31850,2.197802197802198
,1503003009,A Coruña,A Coruña,NA,Distrito 03 Sección 009,27650,28000,-1.25
,1503003010,A Coruña,A Coruña,NA,Distrito 03 Sección 010,22050,22750,-3.076923076923077
,1503003011,A Coruña,A Coruña,NA,Distrito 03 Sección 011,23450,23450,0
,1503003012,A Coruña,A Coruña,NA,Distrito 03 Sección 012,17150,16450,4.25531914893617
,1503003013,A Coruña,A Coruña,NA,Distrito 03 Sección 013,19250,19250,0
,1503003014,A Coruña,A Coruña,NA,Distrito 03 Sección 014,21350,21350,0
,1503003015,A Coruña,A Coruña,NA,Distrito 03 Sección 015,26250,25550,2.73972602739726
,1503003016,A Coruña,A Coruña,NA,Distrito 03 Sección 016,24850,24850,0
,1503003017,A Coruña,A Coruña,NA,Distrito 03 Sección 017,21350,20650,3.389830508474576
,1503003018,A Coruña,A Coruña,NA,Distrito 03 Sección 018,20650,20650,0
,1503003020,A Coruña,A Coruña,NA,Distrito 03 Sección 020,19950,19950,0
,1503003021,A Coruña,A Coruña,NA,Distrito 03 Sección 021,22750,22750,0
,1503003022,A Coruña,A Coruña,NA,Distrito 03 Sección 022,19250,19950,-3.508771929824561
,1503003023,A Coruña,A Coruña,NA,Distrito 03 Sección 023,22750,23450,-2.9850746268656714
,1503004001,A Coruña,A Coruña,NA,Distrito 04 Sección 001,18550,17850,3.9215686274509802
,1503004002,A Coruña,A Coruña,NA,Distrito 04 Sección 002,21350,21350,0
,1503004003,A Coruña,A Coruña,NA,Distrito 04 Sección 003,14350,14350,0
,1503004004,A Coruña,A Coruña,NA,Distrito 04 Sección 004,12250,12250,0
,1503004005,A Coruña,A Coruña,NA,Distrito 04 Sección 005,15050,16450,-8.51063829787234
,1503004006,A Coruña,A Coruña,NA,Distrito 04 Sección 006,13650,14350,-4.878048780487805
,1503004007,A Coruña,A Coruña,NA,Distrito 04 Sección 007,19250,19250,0
,1503004008,A Coruña,A Coruña,NA,Distrito 04 Sección 008,18550,18550,0
,1503004009,A Coruña,A Coruña,NA,Distrito 04 Sección 009,16450,16450,0
,1503004010,A Coruña,A Coruña,NA,Distrito 04 Sección 010,15750,15750,0
,1503004011,A Coruña,A Coruña,NA,Distrito 04 Sección 011,15050,14350,4.878048780487805
,1503004012,A Coruña,A Coruña,NA,Distrito 04 Sección 012,15750,16450,-4.25531914893617
,1503004013,A Coruña,A Coruña,NA,Distrito 04 Sección 013,15750,16450,-4.25531914893617
,1503004014,A Coruña,A Coruña,NA,Distrito 04 Sección 014,15050,15750,-4.444444444444445
,1503004015,A Coruña,A Coruña,NA,Distrito 04 Sección 015,13650,14350,-4.878048780487805
,1503004018,A Coruña,A Coruña,NA,Distrito 04 Sección 018,13650,12950,5.405405405405405
,1503004019,A Coruña,A Coruña,NA,Distrito 04 Sección 019,12250,12250,0
,1503004020,A Coruña,A Coruña,NA,Distrito 04 Sección 020,14350,14350,0
,1503004021,A Coruña,A Coruña,NA,Distrito 04 Sección 021,12250,12950,-5.405405405405405
,1503004022,A Coruña,A Coruña,NA,Distrito 04 Sección 022,12950,12950,0
,1503004023,A Coruña,A Coruña,NA,Distrito 04 Sección 023,15750,15750,0
,1503004024,A Coruña,A Coruña,NA,Distrito 04 Sección 024,16450,15750,4.444444444444445
,1503004025,A Coruña,A Coruña,NA,Distrito 04 Sección 025,13650,13650,0
,1503004026,A Coruña,A Coruña,NA,Distrito 04 Sección 026,14350,13650,5.128205128205128
,1503004028,A Coruña,A Coruña,NA,Distrito 04 Sección 028,16450,16450,0
,1503004029,A Coruña,A Coruña,NA,Distrito 04 Sección 029,15750,15750,0
,1503005001,A Coruña,A Coruña,NA,Distrito 05 Sección 001,29750,30450,-2.2988505747126435
,1503005002,A Coruña,A Coruña,NA,Distrito 05 Sección 002,26250,26250,0
,1503005003,A Coruña,A Coruña,NA,Distrito 05 Sección 003,27650,26950,2.5974025974025974
,1503005004,A Coruña,A Coruña,NA,Distrito 05 Sección 004,27650,29050,-4.819277108433735
,1503005005,A Coruña,A Coruña,NA,Distrito 05 Sección 005,20650,19950,3.508771929824561
,1503005006,A Coruña,A Coruña,NA,Distrito 05 Sección 006,20650,19950,3.508771929824561
,1503005007,A Coruña,A Coruña,NA,Distrito 05 Sección 007,21350,21350,0
,1503005008,A Coruña,A Coruña,NA,Distrito 05 Sección 008,15050,15750,-4.444444444444445
,1503005009,A Coruña,A Coruña,NA,Distrito 05 Sección 009,19950,19250,3.6363636363636362
,1503005010,A Coruña,A Coruña,NA,Distrito 05 Sección 010,14350,14350,0
,1503005011,A Coruña,A Coruña,NA,Distrito 05 Sección 011,11550,11550,0
,1503005012,A Coruña,A Coruña,NA,Distrito 05 Sección 012,15750,16450,-4.25531914893617
,1503005013,A Coruña,A Coruña,NA,Distrito 05 Sección 013,28350,28350,0
,1503005014,A Coruña,A Coruña,NA,Distrito 05 Sección 014,22750,22750,0
,1503005015,A Coruña,A Coruña,NA,Distrito 05 Sección 015,16450,16450,0
,1503005016,A Coruña,A Coruña,NA,Distrito 05 Sección 016,17850,17150,4.081632653061225
,1503005017,A Coruña,A Coruña,NA,Distrito 05 Sección 017,21350,21350,0
,1503005018,A Coruña,A Coruña,NA,Distrito 05 Sección 018,18550,18550,0
,1503005019,A Coruña,A Coruña,NA,Distrito 05 Sección 019,21350,21350,0
,1503005020,A Coruña,A Coruña,NA,Distrito 05 Sección 020,19250,19950,-3.508771929824561
,1503005021,A Coruña,A Coruña,NA,Distrito 05 Sección 021,21350,21350,0
