cod_mun,cod_sec,municipio,provincia,pob,dis_sec,renta,renta_previa,var_anual
,0704002016,Palma,Baleares,NA,Distrito 02 Sección 016,23450,21350,9.836065573770492
,0704002017,Palma,Baleares,NA,Distrito 02 Sección 017,16450,12950,27.027027027027028
,0704002018,Palma,Baleares,NA,Distrito 02 Sección 018,17850,15750,13.333333333333334
,0704002019,Palma,Baleares,NA,Distrito 02 Sección 019,19950,15750,26.666666666666668
,0704002020,Palma,Baleares,NA,Distrito 02 Sección 020,20650,15750,31.11111111111111
,0704002021,Palma,Baleares,NA,Distrito 02 Sección 021,19250,15750,22.22222222222222
,0704002022,Palma,Baleares,NA,Distrito 02 Sección 022,18550,15750,17.77777777777778
,0704002023,Palma,Baleares,NA,Distrito 02 Sección 023,17150,12950,32.432432432432435
,0704002024,Palma,Baleares,NA,Distrito 02 Sección 024,18550,15750,17.77777777777778
,0704002025,Palma,Baleares,NA,Distrito 02 Sección 025,19950,16450,21.27659574468085
,0704002026,Palma,Baleares,NA,Distrito 02 Sección 026,22050,18550,18.867924528301888
,0704002027,Palma,Baleares,NA,Distrito 02 Sección 027,19950,16450,21.27659574468085
,0704002028,Palma,Baleares,NA,Distrito 02 Sección 028,28350,23450,20.8955223880597
,0704002029,Palma,Baleares,NA,Distrito 02 Sección 029,19250,16450,17.02127659574468
,0704002030,Palma,Baleares,NA,Distrito 02 Sección 030,19950,17850,11.76470588235294
,0704002031,Palma,Baleares,NA,Distrito 02 Sección 031,18550,15050,23.25581395348837
,0704002032,Palma,Baleares,NA,Distrito 02 Sección 032,19250,15050,27.906976744186046
,0704002033,Palma,Baleares,NA,Distrito 02 Sección 033,17150,14350,19.51219512195122
,0704002034,Palma,Baleares,NA,Distrito 02 Sección 034,17150,14350,19.51219512195122
,0704002035,Palma,Baleares,NA,Distrito 02 Sección 035,21350,17150,24.489795918367346
,0704002036,Palma,Baleares,NA,Distrito 02 Sección 036,17850,15050,18.6046511627907
,0704002037,Palma,Baleares,NA,Distrito 02 Sección 037,20650,16450,25.53191489361702
,0704002038,Palma,Baleares,NA,Distrito 02 Sección 038,17150,13650,25.64102564102564
,0704002039,Palma,Baleares,NA,Distrito 02 Sección 039,16450,14350,14.634146341463413
,0704002040,Palma,Baleares,NA,Distrito 02 Sección 040,16450,12250,34.285714285714285
,0704002041,Palma,Baleares,NA,Distrito 02 Sección 041,16450,12250,34.285714285714285
,0704002042,Palma,Baleares,NA,Distrito 02 Sección 042,17150,13650,25.64102564102564
,0704002043,Palma,Baleares,NA,Distrito 02 Sección 043,15750,12950,21.62162162162162
,0704002044,Palma,Baleares,NA,Distrito 02 Sección 044,18550,15750,17.77777777777778
,0704002045,Palma,Baleares,NA,Distrito 02 Sección 045,19950,16450,21.27659574468085
,0704002046,Palma,Baleares,NA,Distrito 02 Sección 046,23450,19950,17.543859649122805
,0704002047,Palma,Baleares,NA,Distrito 02 Sección 047,16450,12950,27.027027027027028
,0704002048,Palma,Baleares,NA,Distrito 02 Sección 048,19950,17150,16.3265306122449
,0704002049,Palma,Baleares,NA,Distrito 02 Sección 049,18550,16450,12.76595744680851
,0704002050,Palma,Baleares,NA,Distrito 02 Sección 050,17850,14350,24.390243902439025
,0704002051,Palma,Baleares,NA,Distrito 02 Sección 051,13650,10850,25.806451612903224
,0704002052,Palma,Baleares,NA,Distrito 02 Sección 052,13650,10850,25.806451612903224
,0704002053,Palma,Baleares,NA,Distrito 02 Sección 053,12250,10150,20.689655172413794
,0704002054,Palma,Baleares,NA,Distrito 02 Sección 054,23450,19250,21.818181818181817
,0704002055,Palma,Baleares,NA,Distrito 02 Sección 055,17850,14350,24.390243902439025
,0704002056,Palma,Baleares,NA,Distrito 02 Sección 056,30450,27650,10.126582278481013
,0704002057,Palma,Baleares,NA,Distrito 02 Sección 057,19250,15750,22.22222222222222
,0704002058,Palma,Baleares,NA,Distrito 02 Sección 058,26250,22750,15.384615384615385
,0704002059,Palma,Baleares,NA,Distrito 02 Sección 059,28350,23450,20.8955223880597
,0704002060,Palma,Baleares,NA,Distrito 02 Sección 060,24150,20650,16.94915254237288
,0704002061,Palma,Baleares,NA,Distrito 02 Sección 061,19950,17150,16.3265306122449
,0704002062,Palma,Baleares,NA,Distrito 02 Sección 062,19250,15050,27.906976744186046
,0704002063,Palma,Baleares,NA,Distrito 02 Sección 063,16450,14350,14.634146341463413
,0704002064,Palma,Baleares,NA,Distrito 02 Sección 064,19250,17150,12.244897959183673
,0704002065,Palma,Baleares,NA,Distrito 02 Sección 065,17850,14350,24.390243902439025
,0704002066,Palma,Baleares,NA,Distrito 02 Sección 066,24150,19950,21.052631578947366
,0704002067,Palma,Baleares,NA,Distrito 02 Sección 067,34650,29750,16.470588235294116
,0704002068,Palma,Baleares,NA,Distrito 02 Sección 068,19950,16450,21.27659574468085
,0704002069,Palma,Baleares,NA,Distrito 02 Sección 069,31150,25550,21.91780821917808
,0704002070,Palma,Baleares,NA,Distrito 02 Sección 070,26950,22750,18.461538461538463
,0704003001,Palma,Baleares,NA,Distrito 03 Sección 001,17850,14350,24.390243902439025
,0704003002,Palma,Baleares,NA,Distrito 03 Sección 002,19950,17150,16.3265306122449
,0704003003,Palma,Baleares,NA,Distrito 03 Sección 003,22750,18550,22.641509433962266
,0704003004,Palma,Baleares,NA,Distrito 03 Sección 004,24150,20650,16.94915254237288
,0704003005,Palma,Baleares,NA,Distrito 03 Sección 005,26950,22750,18.461538461538463
,0704003006,Palma,Baleares,NA,Distrito 03 Sección 006,19250,15750,22.22222222222222
,0704003007,Palma,Baleares,NA,Distrito 03 Sección 007,22050,15050,46.51162790697674
,0704003008,Palma,Baleares,NA,Distrito 03 Sección 008,18550,15050,23.25581395348837
,0704003009,Palma,Baleares,NA,Distrito 03 Sección 009,18550,15050,23.25581395348837
,0704003010,Palma,Baleares,NA,Distrito 03 Sección 010,19250,15050,27.906976744186046
,0704003011,Palma,Baleares,NA,Distrito 03 Sección 011,17850,15050,18.6046511627907
,0704003012,Palma,Baleares,NA,Distrito 03 Sección 012,19950,15750,26.666666666666668
,0704003013,Palma,Baleares,NA,Distrito 03 Sección 013,17150,13650,25.64102564102564
,0704003014,Palma,Baleares,NA,Distrito 03 Sección 014,19250,15050,27.906976744186046
,0704003015,Palma,Baleares,NA,Distrito 03 Sección 015,17150,15050,13.953488372093023
,0704003016,Palma,Baleares,NA,Distrito 03 Sección 016,17850,14350,24.390243902439025
,0704003017,Palma,Baleares,NA,Distrito 03 Sección 017,19250,15750,22.22222222222222
,0704003018,Palma,Baleares,NA,Distrito 03 Sección 018,16450,12950,27.027027027027028
,0704003019,Palma,Baleares,NA,Distrito 03 Sección 019,22050,18550,18.867924528301888
,0704003020,Palma,Baleares,NA,Distrito 03 Sección 020,17850,13650,30.76923076923077
,0704003021,Palma,Baleares,NA,Distrito 03 Sección 021,17850,14350,24.390243902439025
,0704003022,Palma,Baleares,NA,Distrito 03 Sección 022,18550,15050,23.25581395348837
,0704003023,Palma,Baleares,NA,Distrito 03 Sección 023,17850,15750,13.333333333333334
,0704003024,Palma,Baleares,NA,Distrito 03 Sección 024,17150,14350,19.51219512195122
,0704003025,Palma,Baleares,NA,Distrito 03 Sección 025,16450,12250,34.285714285714285
,0704003026,Palma,Baleares,NA,Distrito 03 Sección 026,15750,12250,28.57142857142857
,0704003027,Palma,Baleares,NA,Distrito 03 Sección 027,17850,15050,18.6046511627907
,0704003028,Palma,Baleares,NA,Distrito 03 Sección 028,17850,15050,18.6046511627907
,0704003029,Palma,Baleares,NA,Distrito 03 Sección 029,21350,18550,15.09433962264151
,0704003030,Palma,Baleares,NA,Distrito 03 Sección 030,16450,12950,27.027027027027028
,0704003031,Palma,Baleares,NA,Distrito 03 Sección 031,18550,15050,23.25581395348837
,0704003032,Palma,Baleares,NA,Distrito 03 Sección 032,20650,17850,15.686274509803921
,0704003033,Palma,Baleares,NA,Distrito 03 Sección 033,14350,11550,24.242424242424242
,0704003034,Palma,Baleares,NA,Distrito 03 Sección 034,9450,6650,42.10526315789473
,0704003035,Palma,Baleares,NA,Distrito 03 Sección 035,19250,15750,22.22222222222222
,0704003036,Palma,Baleares,NA,Distrito 03 Sección 036,21350,19250,10.909090909090908
,0704003037,Palma,Baleares,NA,Distrito 03 Sección 037,22750,19250,18.181818181818183
,0704003038,Palma,Baleares,NA,Distrito 03 Sección 038,22050,19250,14.545454545454545
,0704003039,Palma,Baleares,NA,Distrito 03 Sección 039,22050,18550,18.867924528301888
,0704003040,Palma,Baleares,NA,Distrito 03 Sección 040,16450,12950,27.027027027027028
,0704003041,Palma,Baleares,NA,Distrito 03 Sección 041,17150,14350,19.51219512195122
,0704003042,Palma,Baleares,NA,Distrito 03 Sección 042,16450,12950,27.027027027027028
,0704003043,Palma,Baleares,NA,Distrito 03 Sección 043,23450,19250,21.818181818181817
,0704003044,Palma,Baleares,NA,Distrito 03 Sección 044,21350,18550,15.09433962264151
,0704003045,Palma,Baleares,NA,Distrito 03 Sección 045,17150,13650,25.64102564102564
,0704003046,Palma,Baleares,NA,Distrito 03 Sección 046,17150,13650,25.64102564102564
,0704003047,Palma,Baleares,NA,Distrito 03 Sección 047,16450,13650,20.51282051282051
,0704003048,Palma,Baleares,NA,Distrito 03 Sección 048,21350,17850,19.607843137254903
,0704003049,Palma,Baleares,NA,Distrito 03 Sección 049,18550,15050,23.25581395348837
,0704003050,Palma,Baleares,NA,Distrito 03 Sección 050,19250,16450,17.02127659574468
,0704003051,Palma,Baleares,NA,Distrito 03 Sección 051,26250,23450,11.940298507462686
,0704003052,Palma,Baleares,NA,Distrito 03 Sección 052,17850,13650,30.76923076923077
,0704003053,Palma,Baleares,NA,Distrito 03 Sección 053,15050,12250,22.857142857142858
,0704003054,Palma,Baleares,NA,Distrito 03 Sección 054,24850,21350,16.39344262295082
,0704003055,Palma,Baleares,NA,Distrito 03 Sección 055,21350,18550,15.09433962264151
,0704004001,Palma,Baleares,NA,Distrito 04 Sección 001,19250,15050,27.906976744186046
,0704004002,Palma,Baleares,NA,Distrito 04 Sección 002,17150,15050,13.953488372093023
,0704004003,Palma,Baleares,NA,Distrito 04 Sección 003,18550,13650,35.8974358974359
,0704004004,Palma,Baleares,NA,Distrito 04 Sección 004,17150,13650,25.64102564102564
,0704004005,Palma,Baleares,NA,Distrito 04 Sección 005,16450,12950,27.027027027027028
,0704004006,Palma,Baleares,NA,Distrito 04 Sección 006,20650,17150,20.408163265306122
,0704004007,Palma,Baleares,NA,Distrito 04 Sección 007,15750,10850,45.16129032258064
,0704004008,Palma,Baleares,NA,Distrito 04 Sección 008,14350,10850,32.25806451612903
,0704004009,Palma,Baleares,NA,Distrito 04 Sección 009,12950,9450,37.03703703703704
,0704004010,Palma,Baleares,NA,Distrito 04 Sección 010,13650,10150,34.48275862068966
,0704004011,Palma,Baleares,NA,Distrito 04 Sección 011,13650,10850,25.806451612903224
,0704004012,Palma,Baleares,NA,Distrito 04 Sección 012,15050,12250,22.857142857142858
,0704004013,Palma,Baleares,NA,Distrito 04 Sección 013,14350,12250,17.142857142857142
,0704004014,Palma,Baleares,NA,Distrito 04 Sección 014,14350,12950,10.81081081081081
,0704004015,Palma,Baleares,NA,Distrito 04 Sección 015,14350,11550,24.242424242424242
,0704004016,Palma,Baleares,NA,Distrito 04 Sección 016,15050,12250,22.857142857142858
,0704004017,Palma,Baleares,NA,Distrito 04 Sección 017,15050,11550,30.303030303030305
,0704004018,Palma,Baleares,NA,Distrito 04 Sección 018,13650,10850,25.806451612903224
,0704004019,Palma,Baleares,NA,Distrito 04 Sección 019,11550,8050,43.47826086956522
,0704004020,Palma,Baleares,NA,Distrito 04 Sección 020,12950,10150,27.586206896551722
,0704004021,Palma,Baleares,NA,Distrito 04 Sección 021,15050,12250,22.857142857142858
,0704004022,Palma,Baleares,NA,Distrito 04 Sección 022,10150,6650,52.63157894736842
,0704004023,Palma,Baleares,NA,Distrito 04 Sección 023,10850,8050,34.78260869565217
,0704004024,Palma,Baleares,NA,Distrito 04 Sección 024,10150,6650,52.63157894736842
,0704004026,Palma,Baleares,NA,Distrito 04 Sección 026,15050,12250,22.857142857142858
,0704004027,Palma,Baleares,NA,Distrito 04 Sección 027,14350,11550,24.242424242424242
,0704004028,Palma,Baleares,NA,Distrito 04 Sección 028,17850,15050,18.6046511627907
,0704004029,Palma,Baleares,NA,Distrito 04 Sección 029,15750,13650,15.384615384615385
,0704004030,Palma,Baleares,NA,Distrito 04 Sección 030,16450,12950,27.027027027027028
,0704004031,Palma,Baleares,NA,Distrito 04 Sección 031,17850,14350,24.390243902439025
,0704004032,Palma,Baleares,NA,Distrito 04 Sección 032,17150,13650,25.64102564102564
,0704004033,Palma,Baleares,NA,Distrito 04 Sección 033,15750,12950,21.62162162162162
,0704004034,Palma,Baleares,NA,Distrito 04 Sección 034,16450,13650,20.51282051282051
,0704004035,Palma,Baleares,NA,Distrito 04 Sección 035,15050,12250,22.857142857142858
,0704004036,Palma,Baleares,NA,Distrito 04 Sección 036,15750,12950,21.62162162162162
,0704004037,Palma,Baleares,NA,Distrito 04 Sección 037,16450,12950,27.027027027027028
,0704004038,Palma,Baleares,NA,Distrito 04 Sección 038,17150,13650,25.64102564102564
,0704004039,Palma,Baleares,NA,Distrito 04 Sección 039,19950,17150,16.3265306122449
,0704004040,Palma,Baleares,NA,Distrito 04 Sección 040,18550,15750,17.77777777777778
,0704004041,Palma,Baleares,NA,Distrito 04 Sección 041,17850,14350,24.390243902439025
,0704004042,Palma,Baleares,NA,Distrito 04 Sección 042,16450,13650,20.51282051282051
,0704004043,Palma,Baleares,NA,Distrito 04 Sección 043,19250,16450,17.02127659574468
,0704004044,Palma,Baleares,NA,Distrito 04 Sección 044,17850,15050,18.6046511627907
,0704004045,Palma,Baleares,NA,Distrito 04 Sección 045,13650,10850,25.806451612903224
,0704004046,Palma,Baleares,NA,Distrito 04 Sección 046,17850,15050,18.6046511627907
,0704004047,Palma,Baleares,NA,Distrito 04 Sección 047,14350,10850,32.25806451612903
,0704004049,Palma,Baleares,NA,Distrito 04 Sección 049,15050,11550,30.303030303030305
,0704004050,Palma,Baleares,NA,Distrito 04 Sección 050,18550,15050,23.25581395348837
,0704004051,Palma,Baleares,NA,Distrito 04 Sección 051,15750,12950,21.62162162162162
,0704004052,Palma,Baleares,NA,Distrito 04 Sección 052,16450,12950,27.027027027027028
,0704004053,Palma,Baleares,NA,Distrito 04 Sección 053,14350,10850,32.25806451612903
,0704004054,Palma,Baleares,NA,Distrito 04 Sección 054,17150,15050,13.953488372093023
,0704004055,Palma,Baleares,NA,Distrito 04 Sección 055,19950,17150,16.3265306122449
,0704004056,Palma,Baleares,NA,Distrito 04 Sección 056,16450,13650,20.51282051282051
,0704004057,Palma,Baleares,NA,Distrito 04 Sección 057,15050,12950,16.216216216216218
,0704004058,Palma,Baleares,NA,Distrito 04 Sección 058,13650,10850,25.806451612903224
,0704004059,Palma,Baleares,NA,Distrito 04 Sección 059,17150,13650,25.64102564102564
,0704004060,Palma,Baleares,NA,Distrito 04 Sección 060,15750,12950,21.62162162162162
,0704004061,Palma,Baleares,NA,Distrito 04 Sección 061,18550,13650,35.8974358974359
,0704004062,Palma,Baleares,NA,Distrito 04 Sección 062,12950,10150,27.586206896551722
,0704004063,Palma,Baleares,NA,Distrito 04 Sección 063,14350,10850,32.25806451612903
,0704004064,Palma,Baleares,NA,Distrito 04 Sección 064,13650,11550,18.181818181818183
,0704004065,Palma,Baleares,NA,Distrito 04 Sección 065,13650,10150,34.48275862068966
,0704004066,Palma,Baleares,NA,Distrito 04 Sección 066,10850,8400,29.166666666666668
,0704004067,Palma,Baleares,NA,Distrito 04 Sección 067,22750,18550,22.641509433962266
,0704004068,Palma,Baleares,NA,Distrito 04 Sección 068,15050,10850,38.70967741935484
,0704004069,Palma,Baleares,NA,Distrito 04 Sección 069,12950,10150,27.586206896551722
,0704004070,Palma,Baleares,NA,Distrito 04 Sección 070,11550,8750,32
,0704004071,Palma,Baleares,NA,Distrito 04 Sección 071,15050,12250,22.857142857142858
,0704004072,Palma,Baleares,NA,Distrito 04 Sección 072,17150,13650,25.64102564102564
,0704004073,Palma,Baleares,NA,Distrito 04 Sección 073,20650,15750,31.11111111111111
,0704004074,Palma,Baleares,NA,Distrito 04 Sección 074,17850,15050,18.6046511627907
,0704004075,Palma,Baleares,NA,Distrito 04 Sección 075,18550,15050,23.25581395348837
,0704004076,Palma,Baleares,NA,Distrito 04 Sección 076,19950,15750,26.666666666666668
,0704004077,Palma,Baleares,NA,Distrito 04 Sección 077,19250,15050,27.906976744186046
,0704004078,Palma,Baleares,NA,Distrito 04 Sección 078,16450,10850,51.61290322580645
,0704004079,Palma,Baleares,NA,Distrito 04 Sección 079,18550,15750,17.77777777777778
,0704004080,Palma,Baleares,NA,Distrito 04 Sección 080,18550,15750,17.77777777777778
,0704004081,Palma,Baleares,NA,Distrito 04 Sección 081,19250,15400,25
,0704004082,Palma,Baleares,NA,Distrito 04 Sección 082,19250,16450,17.02127659574468
,0704004083,Palma,Baleares,NA,Distrito 04 Sección 083,17150,14350,19.51219512195122
,0704004084,Palma,Baleares,NA,Distrito 04 Sección 084,20650,17150,20.408163265306122
,0704004085,Palma,Baleares,NA,Distrito 04 Sección 085,18550,14350,29.268292682926827
,0704004086,Palma,Baleares,NA,Distrito 04 Sección 086,18550,15050,23.25581395348837
,0704004087,Palma,Baleares,NA,Distrito 04 Sección 087,16450,14350,14.634146341463413
,0704004088,Palma,Baleares,NA,Distrito 04 Sección 088,18550,15050,23.25581395348837
,0704005001,Palma,Baleares,NA,Distrito 05 Sección 001,19250,17150,12.244897959183673
,0704005002,Palma,Baleares,NA,Distrito 05 Sección 002,22050,18550,18.867924528301888
,0704005003,Palma,Baleares,NA,Distrito 05 Sección 003,21350,18550,15.09433962264151
,0704005004,Palma,Baleares,NA,Distrito 05 Sección 004,18550,16450,12.76595744680851
,0704005005,Palma,Baleares,NA,Distrito 05 Sección 005,19250,15750,22.22222222222222
,0704005006,Palma,Baleares,NA,Distrito 05 Sección 006,17850,15050,18.6046511627907
,0704005007,Palma,Baleares,NA,Distrito 05 Sección 007,20650,17150,20.408163265306122
,0704005008,Palma,Baleares,NA,Distrito 05 Sección 008,22750,18550,22.641509433962266
,0704005009,Palma,Baleares,NA,Distrito 05 Sección 009,19950,15750,26.666666666666668
,0704005010,Palma,Baleares,NA,Distrito 05 Sección 010,20650,17150,20.408163265306122
,0704005011,Palma,Baleares,NA,Distrito 05 Sección 011,17150,14350,19.51219512195122
,0704005012,Palma,Baleares,NA,Distrito 05 Sección 012,15050,10850,38.70967741935484
,0704005013,Palma,Baleares,NA,Distrito 05 Sección 013,17150,13650,25.64102564102564
,0704005014,Palma,Baleares,NA,Distrito 05 Sección 014,13650,10850,25.806451612903224
,0704005015,Palma,Baleares,NA,Distrito 05 Sección 015,23450,19250,21.818181818181817
,0704005016,Palma,Baleares,NA,Distrito 05 Sección 016,15750,12950,21.62162162162162
,0704005017,Palma,Baleares,NA,Distrito 05 Sección 017,17850,15050,18.6046511627907
,0704005018,Palma,Baleares,NA,Distrito 05 Sección 018,17850,14350,24.390243902439025
,0704005019,Palma,Baleares,NA,Distrito 05 Sección 019,17150,14350,19.51219512195122
,0704005020,Palma,Baleares,NA,Distrito 05 Sección 020,20650,17850,15.686274509803921
,0704005021,Palma,Baleares,NA,Distrito 05 Sección 021,15750,13650,15.384615384615385
,0704005022,Palma,Baleares,NA,Distrito 05 Sección 022,17150,13650,25.64102564102564
07041,,Petra,Baleares,2942,,17150,14350,19.51219512195122
,0704101001,Petra,Baleares,NA,Distrito 01 Sección 001,17150,14350,19.51219512195122
,0704102001,Petra,Baleares,NA,Distrito 02 Sección 001,16450,15050,9.30232558139535
07044,,Sa Pobla,Baleares,13764,,16450,13650,20.51282051282051
,0704401001,Sa Pobla,Baleares,NA,Distrito 01 Sección 001,15050,12250,22.857142857142858
,0704402001,Sa Pobla,Baleares,NA,Distrito 02 Sección 001,15750,12950,21.62162162162162
,0704403001,Sa Pobla,Baleares,NA,Distrito 03 Sección 001,17850,15050,18.6046511627907
,0704403002,Sa Pobla,Baleares,NA,Distrito 03 Sección 002,16450,14350,14.634146341463413
,0704404001,Sa Pobla,Baleares,NA,Distrito 04 Sección 001,16450,13650,20.51282051282051
,0704404002,Sa Pobla,Baleares,NA,Distrito 04 Sección 002,16450,14350,14.634146341463413
07042,,Pollença,Baleares,16658,,17850,15050,18.6046511627907
,0704201001,Pollença,Baleares,NA,Distrito 01 Sección 001,19250,15050,27.906976744186046
,0704201002,Pollença,Baleares,NA,Distrito 01 Sección 002,18550,15750,17.77777777777778
,0704202001,Pollença,Baleares,NA,Distrito 02 Sección 001,19250,15750,22.22222222222222
,0704203001,Pollença,Baleares,NA,Distrito 03 Sección 001,19250,16450,17.02127659574468
,0704203002,Pollença,Baleares,NA,Distrito 03 Sección 002,17150,15050,13.953488372093023
,0704203003,Pollença,Baleares,NA,Distrito 03 Sección 003,15750,13650,15.384615384615385
,0704203004,Pollença,Baleares,NA,Distrito 03 Sección 004,16450,13650,20.51282051282051
,0704204001,Pollença,Baleares,NA,Distrito 04 Sección 001,19950,16450,21.27659574468085
07043,,Porreres,Baleares,5576,,16450,14350,14.634146341463413
,0704301001,Porreres,Baleares,NA,Distrito 01 Sección 001,16450,13650,20.51282051282051
,0704301002,Porreres,Baleares,NA,Distrito 01 Sección 002,15400,12950,18.91891891891892
,0704302001,Porreres,Baleares,NA,Distrito 02 Sección 001,16450,15050,9.30232558139535
,0704302002,Porreres,Baleares,NA,Distrito 02 Sección 002,17850,15750,13.333333333333334
07045,,Puigpunyent,Baleares,2044,,21350,16450,29.78723404255319
,0704501001,Puigpunyent,Baleares,NA,Distrito 01 Sección 001,21350,16450,29.78723404255319
07059,,Ses Salines,Baleares,5096,,16450,14350,14.634146341463413
,0705901001,Ses Salines,Baleares,NA,Distrito 01 Sección 001,17150,14350,19.51219512195122
,0705901002,Ses Salines,Baleares,NA,Distrito 01 Sección 002,15750,14350,9.75609756097561
07046,,Sant Antoni de Portmany,Baleares,27033,,17850,14350,24.390243902439025
,0704601001,Sant Antoni de Portmany,Baleares,NA,Distrito 01 Sección 001,15750,12250,28.57142857142857
,0704601002,Sant Antoni de Portmany,Baleares,NA,Distrito 01 Sección 002,17150,12950,32.432432432432435
,0704601003,Sant Antoni de Portmany,Baleares,NA,Distrito 01 Sección 003,16450,12950,27.027027027027028
,0704601004,Sant Antoni de Portmany,Baleares,NA,Distrito 01 Sección 004,17850,15050,18.6046511627907
,0704601005,Sant Antoni de Portmany,Baleares,NA,Distrito 01 Sección 005,18550,15750,17.77777777777778
,0704601006,Sant Antoni de Portmany,Baleares,NA,Distrito 01 Sección 006,18550,14350,29.268292682926827
,0704601007,Sant Antoni de Portmany,Baleares,NA,Distrito 01 Sección 007,17850,14350,24.390243902439025
,0704601008,Sant Antoni de Portmany,Baleares,NA,Distrito 01 Sección 008,16450,12950,27.027027027027028
,0704601009,Sant Antoni de Portmany,Baleares,NA,Distrito 01 Sección 009,18550,15050,23.25581395348837
,0704601010,Sant Antoni de Portmany,Baleares,NA,Distrito 01 Sección 010,18550,16450,12.76595744680851
,0704602001,Sant Antoni de Portmany,Baleares,NA,Distrito 02 Sección 001,20650,16450,25.53191489361702
,0704602002,Sant Antoni de Portmany,Baleares,NA,Distrito 02 Sección 002,16450,12950,27.027027027027028
07049,,Sant Joan,Baleares,2145,,17150,14350,19.51219512195122
,0704901001,Sant Joan,Baleares,NA,Distrito 01 Sección 001,17150,15050,13.953488372093023
,0704902001,Sant Joan,Baleares,NA,Distrito 02 Sección 001,16450,14350,14.634146341463413
07050,,Sant Joan de Labritja,Baleares,6576,,17150,13650,25.64102564102564
,0705001001,Sant Joan de Labritja,Baleares,NA,Distrito 01 Sección 001,17150,14350,19.51219512195122
,0705001002,Sant Joan de Labritja,Baleares,NA,Distrito 01 Sección 002,16450,13650,20.51282051282051
,0705001003,Sant Joan de Labritja,Baleares,NA,Distrito 01 Sección 003,15750,12950,21.62162162162162
07048,,Sant Josep de sa Talaia,Baleares,27732,,19250,15750,22.22222222222222
,0704801001,Sant Josep de sa Talaia,Baleares,NA,Distrito 01 Sección 001,18550,15750,17.77777777777778
,0704801002,Sant Josep de sa Talaia,Baleares,NA,Distrito 01 Sección 002,17850,14350,24.390243902439025
,0704801003,Sant Josep de sa Talaia,Baleares,NA,Distrito 01 Sección 003,18550,14350,29.268292682926827
,0704801004,Sant Josep de sa Talaia,Baleares,NA,Distrito 01 Sección 004,18550,14350,29.268292682926827
,0704801005,Sant Josep de sa Talaia,Baleares,NA,Distrito 01 Sección 005,16450,12950,27.027027027027028
,0704801006,Sant Josep de sa Talaia,Baleares,NA,Distrito 01 Sección 006,18550,14350,29.268292682926827
,0704801007,Sant Josep de sa Talaia,Baleares,NA,Distrito 01 Sección 007,18550,14350,29.268292682926827
,0704802001,Sant Josep de sa Talaia,Baleares,NA,Distrito 02 Sección 001,22050,17150,28.57142857142857
,0704802002,Sant Josep de sa Talaia,Baleares,NA,Distrito 02 Sección 002,22050,17850,23.52941176470588
,0704802003,Sant Josep de sa Talaia,Baleares,NA,Distrito 02 Sección 003,22050,17850,23.52941176470588
,0704802004,Sant Josep de sa Talaia,Baleares,NA,Distrito 02 Sección 004,19250,15750,22.22222222222222
,0704802005,Sant Josep de sa Talaia,Baleares,NA,Distrito 02 Sección 005,19950,15750,26.666666666666668
,0704802006,Sant Josep de sa Talaia,Baleares,NA,Distrito 02 Sección 006,21350,17150,24.489795918367346
07051,,Sant Llorenç des Cardassar,Baleares,8742,,17150,14350,19.51219512195122
,0705101001,Sant Llorenç des Cardassar,Baleares,NA,Distrito 01 Sección 001,17150,15050,13.953488372093023
,0705101002,Sant Llorenç des Cardassar,Baleares,NA,Distrito 01 Sección 002,17850,15050,18.6046511627907
,0705102001,Sant Llorenç des Cardassar,Baleares,NA,Distrito 02 Sección 001,18550,15050,23.25581395348837
,0705102002,Sant Llorenç des Cardassar,Baleares,NA,Distrito 02 Sección 002,15750,13650,15.384615384615385
,0705102003,Sant Llorenç des Cardassar,Baleares,NA,Distrito 02 Sección 003,17850,13650,30.76923076923077
07052,,Sant Lluís,Baleares,6735,,19250,15750,22.22222222222222
,0705201001,Sant Lluís,Baleares,NA,Distrito 01 Sección 001,17150,15050,13.953488372093023
,0705201002,Sant Lluís,Baleares,NA,Distrito 01 Sección 002,18550,15050,23.25581395348837
,0705202001,Sant Lluís,Baleares,NA,Distrito 02 Sección 001,21350,17150,24.489795918367346
,0705202002,Sant Lluís,Baleares,NA,Distrito 02 Sección 002,20650,16450,25.53191489361702
07053,,Santa Eugènia,Baleares,1641,,20650,17150,20.408163265306122
,0705301001,Santa Eugènia,Baleares,NA,Distrito 01 Sección 001,20650,17150,20.408163265306122
07054,,Santa Eulària des Riu,Baleares,39358,,17850,14350,24.390243902439025
,0705401001,Santa Eulària des Riu,Baleares,NA,Distrito 01 Sección 001,17150,12950,32.432432432432435
,0705401002,Santa Eulària des Riu,Baleares,NA,Distrito 01 Sección 002,17150,12950,32.432432432432435
,0705401003,Santa Eulària des Riu,Baleares,NA,Distrito 01 Sección 003,19950,14350,39.02439024390244
,0705401004,Santa Eulària des Riu,Baleares,NA,Distrito 01 Sección 004,18550,15050,23.25581395348837
,0705401005,Santa Eulària des Riu,Baleares,NA,Distrito 01 Sección 005,18550,14350,29.268292682926827
,0705401006,Santa Eulària des Riu,Baleares,NA,Distrito 01 Sección 006,16450,12250,34.285714285714285
,0705401007,Santa Eulària des Riu,Baleares,NA,Distrito 01 Sección 007,15750,12250,28.57142857142857
,0705401008,Santa Eulària des Riu,Baleares,NA,Distrito 01 Sección 008,17150,14350,19.51219512195122
